Month,Region,Crop Type,Rainfall (mm),Fertilizer Used (kg),Pesticide Usage (L),Temperature (°C),Soil Type,Market Access (%),Crop Yield (tons)
2,Rift Valley,Wheat,96.67690245724246,46.512914841943285,9.608339014228385,22.315326761008123,Sandy,71.88852082592439,5.79
8,Coast,Beans,113.31513144854354,54.50615844081883,19.089738881787525,22.340730549257604,Clay,82.76686147570356,4.61
12,Coast,Tea,131.30319801953198,42.60946142333283,13.556148489119568,26.087591517281357,Loamy,88.3578387781389,5.36
6,Eastern,Tea,110.05235495265812,47.37054808656664,12.294977684017653,27.520326829897336,Sandy,75.06933331217537,4.92
2,Coast,Maize,184.2938230407997,66.52094342883012,4.894782333846656,23.182365835914574,Loamy,61.11638732780778,8.72
12,Rift Valley,Maize,139.63899806553005,41.26471525523565,4.846769530145849,22.978203879270417,Loamy,84.63570066503875,3.25
5,Western,Beans,149.3951114419927,17.868457985226414,11.170861928567414,25.500429099341652,Clay,70.01133261181893,4.56
1,Eastern,Tea,146.5152507466965,84.99167808410841,10.582084791072964,19.929193290901274,Loamy,80.28786727912629,11.07
12,Western,Tea,166.938954299413,77.62908157380973,7.543509739966735,24.66945916424309,Sandy,37.69404139312808,9.34
10,Eastern,Maize,127.24086234814828,24.154746097887628,10.56393079844824,25.655657915466463,Loamy,76.70472575514778,7.21
6,Central,Tea,68.12672208176613,63.79415610490389,16.35450771217438,26.040690625252886,Loamy,60.42121262282455,4.96
12,Nyanza,Wheat,135.98751807010566,39.94050458897314,12.781609898201195,18.189741892492606,Loamy,94.79964455767796,6.0
9,Central,Maize,93.94572424832684,55.26974430662119,5.435965960989047,21.71593419057318,Loamy,79.34631021833643,6.94
1,Coast,Beans,98.85533273000974,55.884482580269875,9.553964691428225,21.3652102415296,Loamy,73.59786618773946,8.22
11,Western,Maize,143.45456075020374,45.31184399367356,6.780134076589757,24.29966086322764,Clay,77.29464990025332,1.74
11,Coast,Tea,169.53132285734543,34.32468668827207,8.449200334365756,25.44223373930395,Sandy,55.02338720684923,2.86
10,Nyanza,Beans,120.85086306944247,36.18917895367481,8.34553733748143,28.490131222337943,Clay,94.34885035792081,7.45
12,Eastern,Maize,132.35332050395854,31.67616169037515,8.089417669583979,22.51510355889578,Sandy,99.87055627625357,4.53
12,Nyanza,Wheat,188.08859778540952,33.363555835391104,4.9794585121064205,22.507282505072357,Sandy,75.89370265822325,4.59
3,Rift Valley,Wheat,129.63012717954274,48.65643419901289,9.48938127392724,27.44901605663624,Sandy,93.85605352860458,3.08
12,Nyanza,Maize,224.0673245672158,35.68480021778497,7.75756945261076,24.889730815590916,Sandy,61.462777019912,5.6
7,Rift Valley,Wheat,142.62038582526176,63.6410413142524,1.0,27.80295453356392,Sandy,58.04329650662529,3.01
4,Nyanza,Wheat,49.56948963376729,79.74492310671855,18.211888098006654,24.86618400902951,Loamy,70.61387123093384,9.57
9,Rift Valley,Wheat,150.1336648441813,38.39893517259914,14.355078616866688,20.528650143860187,Clay,76.52411557551848,5.52
3,Western,Beans,135.24633539531112,54.78809001070754,8.494797100300016,20.00061493566658,Clay,64.09019978135319,5.48
5,Coast,Wheat,171.59011016330982,59.99370220605868,10.075276198962394,19.34546325282321,Loamy,78.06652285552725,7.86
3,Coast,Wheat,146.92725405079833,59.44004541838549,5.313382610729753,25.98615550427542,Sandy,74.59584223110122,8.05
7,Central,Wheat,114.46176064064905,51.519105358321745,16.782891511243463,27.565790469261024,Clay,55.02539837063418,7.12
5,Coast,Beans,71.02807054842538,64.85364836719445,17.589154779092446,29.548086424159145,Loamy,77.78189526177582,7.19
9,Eastern,Maize,111.63906970855899,59.64497905361314,10.626774912986098,26.52931599696972,Loamy,82.95292363782282,4.38
7,Nyanza,Tea,85.979181831628,25.246751553454043,14.094122576741379,27.48851573260496,Clay,72.57203976385587,3.11
2,Central,Wheat,96.77906200781109,67.38312128778546,10.701147115735695,22.259951002038946,Clay,87.28972154892539,7.28
4,Eastern,Maize,143.5431361768244,67.74581674533485,4.653098244496277,20.53075254976843,Sandy,51.73894309754572,5.01
9,Eastern,Wheat,186.79618017405625,34.73427791642837,8.35270652414537,26.55023799725266,Sandy,77.01925633197777,6.01
12,Rift Valley,Beans,135.78686119291925,50.75875670895204,10.527711867087827,25.253042256718203,Clay,52.44578940404838,6.32
2,Coast,Maize,72.16467751859263,63.66657985622139,8.181809125026223,24.322333123022677,Sandy,53.28877962650368,6.32
10,Western,Beans,137.78410672880563,45.81372360841277,9.125386890259856,25.16211444189897,Loamy,60.53603749393315,1.85
9,Western,Wheat,167.86525946582606,71.45956095532023,9.634401769963542,24.969556447374618,Sandy,55.869097246386325,8.44
10,Central,Wheat,95.60868382722471,97.27744989238721,9.676486008538156,27.851450579560684,Sandy,61.78006271888293,6.05
5,Western,Beans,114.6393133330833,34.28027934730035,10.209033961989933,27.88495675445087,Loamy,66.78774533933216,5.86
2,Nyanza,Tea,120.58752778916788,22.379107936924502,5.757579734413596,25.632661057021043,Sandy,82.55731729497077,5.78
4,Western,Beans,88.6040674767104,56.076371912097514,7.131935403488255,26.537408617688783,Loamy,65.18261441941446,7.97
12,Central,Wheat,145.93121735375436,64.43125010252287,4.861662937200123,25.542187657274326,Sandy,46.21561439845611,8.73
12,Western,Beans,115.16207405568873,45.38267252310462,13.9112621987448,22.61649080389614,Clay,87.10101769742741,8.03
7,Nyanza,Tea,136.7812977562811,79.06521326642068,1.577412232638702,26.26969402473942,Sandy,57.443647995774406,9.29
12,Rift Valley,Beans,84.500312887916,23.227884005535024,14.614361373267702,19.816514793422215,Clay,69.11919359343057,4.12
8,Central,Tea,102.50166798706358,63.858372460632225,15.545397589051372,27.161674656887648,Clay,76.69804760411067,5.74
3,Rift Valley,Tea,148.89525431311085,37.882783584822135,8.791277652069514,20.416431180701895,Clay,72.99415627604174,7.05
1,Rift Valley,Beans,105.08667391632932,84.38755812414593,1.0,24.857409860384198,Clay,86.41269321282213,7.79
4,Rift Valley,Beans,189.07855404933622,89.85030706336237,8.554757752130838,21.46453812472152,Clay,77.18504715089138,7.66
2,Eastern,Maize,104.0145525754159,34.666868244333045,9.743263354844723,25.66016694922328,Loamy,57.08035630454338,5.06
8,Coast,Wheat,128.98738903007543,39.0088572818284,5.957607120284346,23.898224322216272,Loamy,100.0,5.24
4,Eastern,Tea,157.30363327492358,67.19175773959604,7.939126424767029,19.21573212551,Loamy,72.9150019500735,4.85
2,Coast,Maize,63.265370682678736,42.257387004209704,16.120780795453406,25.262098893055438,Clay,67.78989660067741,6.63
6,Rift Valley,Beans,49.56764752076896,49.091775641355234,12.659708649206964,22.26623766950187,Sandy,84.45888134583356,4.2
6,Central,Wheat,58.97374741719621,50.5077684108482,6.3017435424876,26.643440162440108,Loamy,73.74176418895108,8.09
10,Coast,Maize,170.5033641370873,11.606536876046874,3.6096033216182715,24.003977066203223,Sandy,75.98842289408991,1.49
4,Nyanza,Tea,97.92567416430214,49.723245078115255,8.691930729560916,25.186262956164114,Sandy,100.0,4.04
6,Nyanza,Maize,222.32797142673007,36.20544451871652,9.146172882598247,21.127293134954364,Clay,65.8731785761743,6.75
2,Western,Tea,97.43009605370446,40.13754355200456,11.984796749453265,22.232003305717914,Clay,65.23358658973906,6.75
10,Coast,Beans,127.38205212788148,78.87264006937627,7.858733149729364,22.624084091696748,Clay,71.74867768018696,7.39
12,Central,Wheat,181.68439810271502,24.86986211441487,12.045998301447446,26.570107440727668,Loamy,86.07273903371558,6.34
2,Eastern,Wheat,200.24371552636492,66.26410373495955,17.74061616024092,29.032131263416467,Clay,47.40198954714401,5.16
10,Rift Valley,Wheat,202.4601430654559,44.420741393363826,13.26200408977705,21.584484744771373,Loamy,40.51666162785242,4.19
4,Western,Beans,168.3346492237257,44.40479663008331,9.80764597067691,27.23054443397304,Loamy,61.193270940697786,6.53
8,Nyanza,Tea,160.9625010324585,65.80743792103422,9.267398115786822,17.490967746822893,Loamy,45.491155614110696,3.53
7,Eastern,Beans,143.70107796804731,56.80102589137781,8.573307463280514,20.417431796723132,Loamy,63.62752978711542,4.8
12,Eastern,Wheat,151.13444304666552,61.41225994439062,14.722563649808578,21.123664631439674,Clay,77.53749544193936,7.55
9,Rift Valley,Beans,97.95257134685866,69.36369321065722,7.490746216194788,19.94247393167783,Loamy,56.63876704671605,3.36
8,Coast,Beans,87.27204466310772,43.37383233633354,10.18089083599993,19.24923483063726,Clay,48.597601348279866,7.24
5,Nyanza,Beans,119.86502170356192,37.755265309844994,10.204791607524342,25.23899673641339,Clay,71.04005742573023,7.31
2,Central,Tea,113.19261509900286,28.29698946884404,7.992863228753873,23.357796906816414,Loamy,82.93815226922756,1.29
5,Eastern,Maize,101.870878026909,33.4917894004209,4.510137808463597,25.138216192815328,Clay,44.575398422250814,2.04
8,Rift Valley,Maize,147.85549789826862,108.9818885061745,11.291898014470673,26.07141805836454,Sandy,82.30348597458976,3.8
10,Central,Beans,158.21220834282042,74.89359161473573,9.755984112578465,24.7968509795176,Clay,82.25959305607489,5.67
9,Coast,Maize,123.53627545167389,22.978512675839575,12.00096187774628,25.973289528451122,Clay,84.31127653234942,6.03
12,Nyanza,Maize,179.1012032422105,23.5508408651286,7.865598774243333,23.791403141273193,Loamy,88.2772032230753,4.8
12,Coast,Beans,74.3324354346598,59.63732123436983,14.883285195252192,20.439019835082767,Loamy,100.0,6.06
12,Eastern,Beans,112.25362162881127,60.94529594755934,6.492904875152621,27.17344254246239,Clay,64.65861927071417,2.32
9,Central,Wheat,91.3271071758878,60.97767670634729,16.84816113607157,22.23266360165662,Loamy,71.64357370116787,7.0
1,Central,Maize,45.3385353170776,44.900884128926045,3.0094539606869537,21.193211103712724,Sandy,63.75342350127961,2.18
9,Central,Tea,116.69277256629204,47.490914799942,11.739080258227565,23.466246372586806,Sandy,70.02965267133716,5.28
7,Eastern,Beans,115.13009966466866,56.55759048318715,11.901722730106494,21.26156724211046,Loamy,92.99310033454468,5.53
9,Eastern,Wheat,180.53798972968525,51.71786012586661,6.817771728236471,22.747708854031703,Clay,49.82478274103997,3.78
8,Coast,Tea,145.2324673821911,5.6139925450493,11.69757575144405,25.0321617646904,Sandy,57.08425491751637,1.69
1,Western,Maize,79.0325270268318,45.404007388496126,15.118074679040635,25.04502521773838,Sandy,90.65771404756842,6.64
12,Coast,Wheat,194.16370265336752,32.97187131479373,1.1327246425837423,21.306509800723113,Clay,85.30054760353134,6.75
8,Nyanza,Beans,168.84134782101412,53.50422837817024,12.010979229963258,22.536883881153766,Loamy,64.55302529774383,8.55
8,Rift Valley,Tea,143.28390813874464,109.7051800520682,1.0,27.22299901431073,Sandy,82.8160300168108,8.6
11,Central,Beans,110.94063604600672,57.34963330948609,6.137340785907168,25.489200353201824,Clay,75.1182376373805,5.66
3,Western,Maize,81.62243053106081,43.72940627655204,16.51666545960378,30.225195118045626,Clay,92.50411913501482,1.04
1,Rift Valley,Tea,105.11172895715788,68.43603003954505,7.672871866431784,27.54038452122458,Sandy,71.11764390740159,5.06
8,Western,Maize,163.54994478816744,59.653757744184254,5.30448014236411,27.432879205679818,Loamy,85.38448170808874,6.44
3,Coast,Maize,195.38345223738435,58.401889809036824,9.208249084061272,19.836394348632595,Sandy,100.0,11.22
3,Eastern,Wheat,181.72974113088756,62.13701186431342,18.27162535265421,26.291581054900266,Clay,78.97148732571199,8.72
1,Central,Beans,100.44602312854903,91.13087129659083,2.6732710111758955,23.84067959490927,Sandy,70.73992248692265,9.51
11,Coast,Tea,75.21530266843955,27.382231293481688,5.794760353442622,22.34705458938525,Loamy,80.8367047783147,4.69
5,Rift Valley,Maize,125.63544987644816,59.47264153622909,15.989726732718506,24.504046021597585,Clay,64.52078712694173,4.57
10,Rift Valley,Maize,49.26242537748594,31.472377400369233,17.43080937415093,26.83563460383445,Loamy,100.0,3.86
7,Rift Valley,Tea,132.92670856739124,61.110252926844964,9.586275102838865,25.502494773012636,Sandy,72.70106556543972,6.51
10,Rift Valley,Maize,114.09589654805325,31.626269770278114,5.04378918989343,21.36457859597382,Sandy,65.90600019661731,2.35
9,Rift Valley,Wheat,101.3585399252703,41.652663727898315,18.383374007236636,26.22737674077786,Loamy,57.464664924699456,3.94
12,Western,Wheat,56.21187730932818,44.09820171524187,16.377769566996786,22.08723737377211,Sandy,86.45830287409657,3.74
7,Coast,Wheat,140.54400426278866,69.51633438689419,12.715787951048931,24.650049356892858,Loamy,83.00781119241609,9.98
9,Central,Wheat,98.69196641352355,68.36908887884827,6.75039060425032,23.089949797568597,Sandy,62.539684428788604,1.33
8,Eastern,Maize,73.20332657158848,25.08565247107231,9.803882636647852,23.343401244793125,Loamy,78.64677017683634,5.93
12,Eastern,Tea,20.0,51.098682219996974,9.358559675820677,26.29872892512153,Loamy,47.37166047680715,1.21
2,Coast,Tea,118.89940379797454,35.80840290501655,11.32340521846231,20.879418840552304,Clay,72.77455862609735,1.98
1,Coast,Tea,190.89006386678977,24.82990178649331,15.804005752525345,29.8355852228308,Clay,76.79134528115041,8.12
7,Eastern,Tea,186.4503685819148,45.65965899151259,13.517668164549612,18.536741792116512,Loamy,95.60994714338834,8.11
7,Eastern,Beans,101.71614973654913,43.830344230883604,5.690495692060967,22.20699695023543,Sandy,58.43771795906966,6.96
8,Western,Tea,95.91151758552877,98.53432972691044,15.50598580007815,25.11063566982522,Sandy,50.824710567965134,8.38
5,Nyanza,Beans,138.75097024300095,58.65919650721392,11.252528560052621,25.75294249930593,Sandy,56.56858058612438,10.06
3,Central,Beans,80.06458243246834,22.447649984915255,12.748263183435665,23.698572838284885,Loamy,49.9514724952762,4.48
12,Rift Valley,Wheat,132.07167599277864,38.704519916581155,15.866163437114412,23.827827890995373,Loamy,90.04986036638475,5.24
8,Nyanza,Beans,150.64321113538762,70.42766590858797,5.553679001945795,25.23165025598285,Loamy,93.22958942536056,7.55
6,Coast,Maize,169.0773289553723,91.7688554573985,9.856697685174149,23.30679156762696,Loamy,74.80324866923243,10.55
11,Eastern,Beans,115.99383694080188,18.280333755240832,7.87418179456314,28.179543773804717,Clay,88.31942418527723,2.4
3,Nyanza,Wheat,111.85304999292137,12.4015122972191,3.7285622985381766,26.518047342694807,Loamy,72.00937570870353,2.14
1,Central,Beans,84.88069652973755,87.41930350743564,11.38683991041968,26.618473053016903,Sandy,68.5733252844885,5.47
3,Coast,Maize,86.9247858384056,57.79228354741808,20.046226206337693,21.101529829888747,Clay,65.00443571419358,0.95
5,Rift Valley,Maize,110.94084432393893,32.63414536247267,2.639689021976989,23.76183472678289,Sandy,65.34413512933652,4.52
3,Rift Valley,Maize,134.69462027264711,60.69258172244871,9.87087755580212,23.098602153837888,Loamy,46.782976655364536,2.07
1,Central,Wheat,156.54338504932997,5.0,12.562171740299094,20.983195872931603,Clay,73.96382145411009,4.4
5,Central,Wheat,87.8728419727862,50.06751013194322,10.492312806624724,25.080492551837303,Loamy,69.39499134678934,6.45
10,Eastern,Tea,179.70754275838087,56.55642345686171,9.547487789937039,22.387062726660552,Clay,81.18041086116814,5.92
7,Rift Valley,Wheat,109.15505595829725,68.4854027907566,4.803134546216703,25.966211489550712,Sandy,71.40285244657915,9.04
7,Coast,Maize,119.14530822606255,29.722080954149245,10.931146971760654,20.789425311317004,Loamy,67.55944447646363,1.49
11,Nyanza,Maize,90.11153283408706,51.71374322806718,6.972944091936295,29.157121838525462,Loamy,56.93210454988554,6.77
9,Coast,Wheat,23.030389589082333,31.491507478808252,1.2403131800857867,21.311002024223814,Clay,71.08229855232642,3.68
10,Western,Beans,155.361815854442,55.107675113486344,14.778368882054924,24.65790701160131,Clay,81.07355846224243,3.1
10,Western,Wheat,149.47375588369732,32.09307355273952,13.83354327936817,26.3755779311642,Loamy,52.84991513374209,10.52
12,Central,Wheat,108.74689771527146,41.837983216795585,10.206643907404318,22.288078709399663,Clay,71.31210630521109,4.65
3,Eastern,Maize,122.67962868899488,30.083692104195418,10.91629875282281,26.557405930298852,Loamy,73.49564427294226,2.84
7,Western,Tea,140.63756870816397,63.022724836473145,14.297272050862246,20.31244920659875,Clay,59.229028245726035,3.36
1,Rift Valley,Maize,57.498165724538296,67.16902233313331,10.89735862711233,28.356353097547682,Sandy,61.18215542637999,4.12
4,Coast,Tea,98.83789290614821,45.30758860085172,13.616070219045257,24.042447794897274,Clay,73.45916273149322,4.68
4,Coast,Maize,151.77058718487308,50.76475989920057,8.8100711965046,22.21076577609336,Sandy,52.99868472561066,5.98
5,Central,Wheat,69.82842307323003,21.02817170732912,15.247934954295786,23.102454682717696,Clay,75.24885572874089,2.81
7,Nyanza,Maize,131.74231728666518,44.00646703986426,11.283142903730736,26.42675780817816,Clay,56.569684395112,6.44
7,Central,Maize,65.7367278150638,48.995907659165105,10.776207774423495,22.246634124448686,Loamy,85.94280539549824,3.59
11,Nyanza,Maize,138.65719929734107,102.4158618205995,4.919755645151872,21.751926931731667,Clay,100.0,4.04
4,Central,Wheat,118.57434070810066,27.76065948451673,11.147823417206835,23.335390207248786,Clay,57.08864797447271,4.06
7,Central,Wheat,55.39472736377962,79.28354477504875,6.672180330022195,20.469113661690095,Sandy,78.01311793562012,0.35
11,Central,Wheat,166.58957417828685,69.93717546931616,7.446869093886024,29.461631723825448,Clay,59.09887142676971,7.38
3,Nyanza,Wheat,90.61633692807803,55.61272808980273,6.738497486735516,22.30081622635583,Loamy,85.61431260696685,3.05
6,Nyanza,Tea,87.58990251942475,85.17240968390267,5.7350602724031,26.49485035854121,Sandy,51.021123863721776,6.04
12,Central,Tea,128.0227678892377,57.44210945213726,18.499085612067844,24.62841025094332,Loamy,77.20880137641569,8.78
2,Western,Beans,165.9454939771486,57.78318391335858,15.325356247953613,21.046397848554097,Loamy,56.905165496659706,4.61
10,Eastern,Wheat,79.36712724086412,48.937586939649094,17.681470008577044,23.982135872361813,Loamy,66.89523116352447,6.87
9,Eastern,Tea,122.46719399391887,74.47137764837255,5.108419921777744,26.352008337932244,Loamy,54.5346208727904,5.14
5,Eastern,Maize,137.1526600132229,71.92938467621767,10.28501499964357,23.435215994741082,Sandy,82.3352570634363,10.23
6,Nyanza,Wheat,147.72422429052577,37.48645425007575,4.825969499183617,27.579338837553085,Clay,57.445294683406196,4.26
12,Nyanza,Beans,127.05766221108901,23.615056108024653,7.217220491211744,27.06454617834559,Loamy,78.27946388997742,2.65
12,Western,Beans,105.3188864366671,45.94038725208686,6.327492066333701,26.756744563974987,Sandy,64.838529576065,6.02
12,Eastern,Beans,86.89639117405122,33.99922871204707,14.958336025766247,22.62102968318101,Loamy,68.28291442301706,3.29
12,Eastern,Maize,123.44575532185499,48.7295085076929,8.41508128759296,20.760472656655537,Clay,72.21633861100193,3.55
4,Central,Tea,77.11443952057573,74.74876269368278,14.273517334776066,22.159237183911618,Sandy,58.57262992511727,4.5
11,Nyanza,Maize,20.0,40.853966898264204,12.416483558354072,24.58872282200016,Sandy,73.1555067031133,3.02
10,Eastern,Wheat,137.4623921663067,49.1435323737685,19.214555008419154,25.637360140597067,Clay,92.95501846531616,8.82
7,Coast,Beans,156.15739364344782,51.1604546961679,4.082223107441104,17.48528578571866,Sandy,58.328578212509285,1.68
12,Western,Maize,25.482702578326467,66.96861764410569,15.036932959147196,23.97566039516475,Clay,87.57715214910768,4.56
9,Coast,Maize,79.61077181160249,5.062213320307897,14.58576348160291,24.474267675969553,Sandy,92.47146450231676,4.38
7,Coast,Tea,144.7661704402079,37.86599410469407,6.106484647891861,23.167367231053344,Sandy,57.75767516457934,5.52
1,Western,Tea,202.29981878846795,54.225673845589455,14.028533345892638,27.873821517047638,Clay,48.17418092364172,9.54
1,Coast,Beans,120.83174830701631,74.00157912853723,11.344579852104916,25.265340222752613,Clay,74.52941350257647,6.25
9,Eastern,Maize,90.87988235083462,40.161951049875896,9.090094960186368,27.93057572424269,Sandy,61.788887158496905,3.75
11,Nyanza,Maize,112.68414235580639,12.468945879162519,6.704258052112001,23.352118438949304,Sandy,98.02904828744504,5.09
9,Western,Tea,174.9950567659274,62.39422891932273,7.123562194203256,26.812432477520776,Clay,70.52211310749749,6.97
4,Central,Maize,94.16143283501859,37.29275222348741,18.199248383143704,28.90519918358256,Clay,57.96700887947231,3.47
9,Coast,Maize,88.03231973398985,26.206666818192772,10.00273127582993,27.935080347817983,Sandy,52.792607334824325,4.47
3,Western,Maize,100.6902591127187,37.51309220573552,13.128520006125836,20.7235752197138,Sandy,86.34857438636246,3.3
7,Rift Valley,Tea,81.8668556696515,46.30949284688301,6.8364024733297875,23.238971767372856,Sandy,61.4322403887372,3.05
6,Rift Valley,Beans,124.90681263979182,37.905106709235746,6.880588215113445,22.96450588365061,Clay,70.65743199190642,3.82
8,Nyanza,Wheat,184.98713833878242,5.888678858018615,14.327939236999768,25.46776360522898,Sandy,84.33704117668721,7.84
11,Eastern,Beans,132.92317092464117,67.94132393774265,4.601695153793871,26.0590606650436,Loamy,62.73612472103755,0.0
9,Nyanza,Wheat,109.9058599149485,75.49750082557445,8.339144928378914,21.48332197792279,Clay,69.31106756889758,6.83
5,Nyanza,Maize,108.32754924337823,63.030439826790115,10.136109644288927,24.203515541750814,Sandy,69.7514738526622,5.75
1,Nyanza,Beans,57.47236765213372,27.24628659150367,10.445490407360209,17.94021800353159,Clay,80.24986767274137,0.0
3,Nyanza,Wheat,155.32439108588636,45.97016932104964,9.283626859935374,28.32583501740567,Loamy,78.86116503265488,6.42
10,Central,Tea,116.88651211948792,49.869573695410836,11.583279124383692,22.46287727796992,Clay,66.69829403117757,6.22
12,Central,Tea,112.78080345637497,61.97588779123821,12.771423023271247,24.16759181953349,Sandy,70.95473592244777,7.0
8,Western,Beans,247.72430271379443,63.36680977436161,12.93855018183732,23.071050858035818,Loamy,64.42331482714768,3.17
11,Rift Valley,Beans,131.95011633462744,35.31652402443008,6.056784765328693,27.438082725040246,Loamy,47.83581389620833,7.27
6,Nyanza,Maize,89.92835799619263,51.63991112827121,8.863379608284811,15.487480675807863,Sandy,73.86401286097194,2.97
8,Western,Beans,102.94569615177826,59.145608092304826,14.77905144750775,23.950168973022272,Sandy,98.38287641249602,7.22
9,Rift Valley,Maize,165.9378283678702,79.11644644293533,13.57858875029549,23.682543727506907,Sandy,56.744212889634056,8.92
4,Coast,Maize,124.53081642151058,64.09013079649446,4.508562194075744,22.639090837224952,Clay,58.404554355959455,3.95
1,Eastern,Tea,62.46888086730533,65.78113374751038,11.405919601408806,29.1786796369069,Clay,56.93908342534388,5.85
1,Central,Tea,156.76915738300815,51.67653255858722,2.087099002500759,21.338011623432685,Clay,80.86887668084684,5.17
10,Coast,Wheat,93.27423657844024,78.20918290407008,10.187739608241479,26.315388531706983,Sandy,76.7272818129466,1.81
4,Rift Valley,Tea,194.9319110487018,58.19525591918995,17.591068066983908,25.06875836611825,Sandy,67.62193461375315,9.71
12,Coast,Tea,163.20192262858595,32.77824179652859,6.2084291309240545,27.78455775760655,Clay,56.22971407541553,3.58
7,Eastern,Beans,102.10712417364995,78.06739940250381,6.662707818033672,21.998432745667483,Loamy,71.38565187459886,4.27
2,Rift Valley,Tea,171.24065446940452,63.95806545078055,13.056119126291438,21.801093302628722,Clay,46.53066808996294,5.92
3,Coast,Wheat,122.71422042109613,41.13911957743035,3.8287939391614163,27.288209722432196,Loamy,72.15139850286239,5.32
1,Central,Beans,154.11094700488877,40.41014065201513,7.468979880459844,25.275963924990332,Sandy,83.07286579131902,5.58
5,Central,Wheat,139.389312691779,55.93151090281523,12.38576455032701,19.365187959969724,Sandy,51.232012950494834,6.77
1,Western,Tea,86.14573380036506,59.263695905351696,7.462856609242388,22.38208495661019,Clay,47.012225847555044,2.03
8,Coast,Wheat,94.25800670730152,53.94584531262413,9.056120051156114,25.159147961544182,Clay,93.69156837542289,3.71
1,Nyanza,Beans,161.19843270324645,56.226173468857695,12.976742841260139,26.513292664639767,Sandy,60.82360540743123,6.11
11,Coast,Maize,106.60898671573837,83.99914749152761,11.686184334146246,21.962308040421135,Clay,87.03921768915733,10.41
1,Rift Valley,Wheat,103.85406147032013,71.43086304469772,11.067273585181608,15.257232030549176,Sandy,67.69003502203252,5.28
2,Rift Valley,Wheat,81.79509682602588,53.81271182530049,8.643510882919845,25.5696695572111,Sandy,67.57067774588009,6.82
2,Coast,Beans,136.94396262373846,68.82621161534966,11.480244461075822,20.33903793016807,Loamy,76.57619049244968,6.5
12,Eastern,Beans,202.50099676972582,29.34952192944921,9.505069279600974,17.947983605632764,Clay,56.74001714880339,4.81
6,Central,Wheat,77.29868342982908,57.95854099893618,11.831222439703138,15.503022225047577,Sandy,71.98745715243469,4.02
7,Rift Valley,Tea,120.96877826691032,86.1861269946622,8.012271899528088,26.441942580593224,Clay,64.2776587776386,6.29
5,Central,Wheat,176.48882221661717,45.63908209215252,9.269724102481835,24.3858523512149,Loamy,50.19259834892453,7.32
1,Rift Valley,Beans,116.8143443501714,33.0473214276183,6.040168829791945,23.323030857863245,Loamy,75.06223112089599,7.31
1,Western,Maize,138.09487184998935,36.95822222813879,9.859969559975056,28.167073088888287,Clay,66.05038289683125,5.71
3,Nyanza,Maize,77.50425887412482,28.207339253152234,6.755996545484621,25.91197404906922,Clay,67.64462757332939,5.84
2,Rift Valley,Tea,137.13228388830595,34.30476183744593,5.543814199352027,28.84890012816575,Sandy,51.84758584878763,2.63
5,Central,Wheat,112.51422939981805,42.58983802819942,11.034644591421552,19.82179358349901,Loamy,93.87100551644207,4.19
